,name,location_link,site,us_state,type,subtypes,Area,rating
2741,China Express,"https://www.google.com/maps/place/China+Express/@39.8228496,-75.5439549,14z/data=!4m8!1m2!2m1!1sChina+Express!3m4!1s0x89c6fb43e7f3a1af:0x117b3ea6469f59e6!8m2!3d39.8228496!4d-75.5439549",https://chinaexpressde.com/,Delaware,Chinese restaurant,Chinese restaurant,2,3.1
2742,Joyful Garden Restaurant,"https://www.google.com/maps/place/Joyful+Garden+Restaurant/@39.745090999999995,-75.55113899999999,14z/data=!4m8!1m2!2m1!1sJoyful+Garden+Restaurant!3m4!1s0x89c6fd6a83aaf04b:0xddda4e4e89a3a378!8m2!3d39.745090999999995!4d-75.55113899999999",http://www.joyfulgarden829.com/,Delaware,Chinese restaurant,"Chinese restaurant, Diner, Delivery Restaurant",2,3.4
2743,Great Wall Chinese Restaurant,"https://www.google.com/maps/place/Great+Wall+Chinese+Restaurant/@38.5913244,-75.2911791,14z/data=!4m8!1m2!2m1!1sGreat+Wall+Chinese+Restaurant!3m4!1s0x89b8c301a1499e83:0x288623076565c0e3!8m2!3d38.5913244!4d-75.2911791",,Delaware,Chinese restaurant,Chinese restaurant,0,4.0
2744,Number One Chinese Restaurant,"https://www.google.com/maps/place/Number+One+Chinese+Restaurant/@38.917574699999996,-75.4391928,14z/data=!4m8!1m2!2m1!1sNumber+One+Chinese+Restaurant!3m4!1s0x89b89986502729c5:0x79e12c5ef94ed985!8m2!3d38.917574699999996!4d-75.4391928",https://order.online/business/no1-chinese-restaurant-389138,Delaware,Chinese restaurant,Chinese restaurant,1,3.8
2745,Hong Kong Chinese Food,"https://www.google.com/maps/place/Hong+Kong+Chinese+Food/@39.8222245,-75.46399989999999,14z/data=!4m8!1m2!2m1!1sHong+Kong+Chinese+Food!3m4!1s0x89c6e444085c2483:0xdfcfa1c7023a5c44!8m2!3d39.8222245!4d-75.46399989999999",,Delaware,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.2
2746,China Garden Restaurant,"https://www.google.com/maps/place/China+Garden+Restaurant/@39.746201,-75.57475749999999,14z/data=!4m8!1m2!2m1!1sChina+Garden+Restaurant!3m4!1s0x89c6fd9e1851c3cd:0x99e65717edc212d2!8m2!3d39.746201!4d-75.57475749999999",,Delaware,Chinese restaurant,Chinese restaurant,2,4.2
2747,New Crownery Chinese Restaurant | Party Room/Catering,"https://www.google.com/maps/place/New+Crownery+Chinese+Restaurant+%7C+Party+Room%2FCatering/@39.7746342,-75.709379,14z/data=!4m8!1m2!2m1!1sNew+Crownery+Chinese+Restaurant+%7C+Party+Room%2FCatering!3m4!1s0x89c6ff884e5313b7:0xc47bc827d493242!8m2!3d39.7746342!4d-75.709379",http://www.newcrownery.com/,Delaware,Chinese restaurant,"Chinese restaurant, Asian restaurant, Dim sum restaurant, Restaurant",2,4.0
2748,No 1. China Restaurant,"https://www.google.com/maps/place/No+1.+China+Restaurant/@39.735006,-75.5738715,14z/data=!4m8!1m2!2m1!1sNo+1.+China+Restaurant!3m4!1s0x89c6fd7f53231955:0x4d9afb36030e145a!8m2!3d39.735006!4d-75.5738715",https://etapthru.com/restaurant.php?id=8992,Delaware,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.6
2749,China House Express,"https://www.google.com/maps/place/China+House+Express/@39.7434941,-75.5680843,14z/data=!4m8!1m2!2m1!1sChina+House+Express!3m4!1s0x89c6fd715968a4ed:0xfa596cc84eed3f6a!8m2!3d39.7434941!4d-75.5680843",,Delaware,Chinese restaurant,Chinese restaurant,2,4.3
2750,China King Restaurant,"https://www.google.com/maps/place/China+King+Restaurant/@39.7287901,-75.6507434,14z/data=!4m8!1m2!2m1!1sChina+King+Restaurant!3m4!1s0x89c701c490aee7d7:0x459123607fba8cc3!8m2!3d39.7287901!4d-75.6507434",,Delaware,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.3
2751,Jade Garden,"https://www.google.com/maps/place/Jade+Garden/@39.0832133,-75.4858672,14z/data=!4m8!1m2!2m1!1sJade+Garden!3m4!1s0x89c7625f8fa9476b:0xb76f667b8b4dfa62!8m2!3d39.0832133!4d-75.4858672",,Delaware,Chinese restaurant,Chinese restaurant,2,4.0
2752,Hunan Royale Restaurant,"https://www.google.com/maps/place/Hunan+Royale+Restaurant/@38.545839,-75.1064765,14z/data=!4m8!1m2!2m1!1sHunan+Royale+Restaurant!3m4!1s0x89b8ce0e4f76f319:0xe20dfca1a7370d98!8m2!3d38.545839!4d-75.1064765",http://hunanroyalewu.com/,Delaware,Chinese restaurant,"Chinese restaurant, Asian restaurant, Chinese takeaway",1,3.9
2753,King Garden Restaurant,"https://www.google.com/maps/place/King+Garden+Restaurant/@39.7520634,-75.5789309,14z/data=!4m8!1m2!2m1!1sKing+Garden+Restaurant!3m4!1s0x89c6fda194a2164d:0xcb944dc5788de986!8m2!3d39.7520634!4d-75.5789309",http://www.kinggardenwilmingtonde.com/,Delaware,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.4
2754,Wu's Kitchen,"https://www.google.com/maps/place/Wu%27s+Kitchen/@38.722214,-75.120195,14z/data=!4m8!1m2!2m1!1sWu%27s+Kitchen!3m4!1s0x89b8b7b1f8a14511:0x5f8fa544287094b1!8m2!3d38.722214!4d-75.120195",https://wuskitchendetogo.com/,Delaware,Chinese restaurant,Chinese restaurant,1,4.2
2755,China King,"https://www.google.com/maps/place/China+King/@39.4501716,-75.6983636,14z/data=!4m8!1m2!2m1!1sChina+King!3m4!1s0x89c70a91b4feb9a5:0xb2ca7d2c284dca94!8m2!3d39.4501716!4d-75.6983636",,Delaware,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",1,4.2
2756,China Taste,"https://www.google.com/maps/place/China+Taste/@38.896739499999995,-75.4429131,14z/data=!4m8!1m2!2m1!1sChina+Taste!3m4!1s0x89b890a900a5966f:0x7faf13cf5f30a00c!8m2!3d38.896739499999995!4d-75.4429131",http://chinataste19963.com/menu/,Delaware,Chinese restaurant,Chinese restaurant,1,4.2
2757,Asian House,"https://www.google.com/maps/place/Asian+House/@38.457549,-75.5574256,14z/data=!4m8!1m2!2m1!1sAsian+House!3m4!1s0x89b8fd3dfae6b461:0x642b970314bd2844!8m2!3d38.457549!4d-75.5574256",https://asianhousedelmar.com/,Delaware,Chinese restaurant,Chinese restaurant,2,4.9
2758,Golden City,"https://www.google.com/maps/place/Golden+City/@39.7871289,-75.6930197,14z/data=!4m8!1m2!2m1!1sGolden+City!3m4!1s0x89c6ff7508fb68bb:0x923f61feca31cbb9!8m2!3d39.7871289!4d-75.6930197",https://www.goldencityde.com/,Delaware,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.6
2759,No. 1 Chinese Restaurant,"https://www.google.com/maps/place/No.+1+Chinese+Restaurant/@39.684827399999996,-75.74436229999999,14z/data=!4m8!1m2!2m1!1sNo.+1+Chinese+Restaurant!3m4!1s0x89c7aa397a691a75:0x1121df1563427307!8m2!3d39.684827399999996!4d-75.74436229999999",http://no1chinesedelaware.com/,Delaware,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,3.2
2760,China Kitchen,"https://www.google.com/maps/place/China+Kitchen/@39.072464,-75.5540771,14z/data=!4m8!1m2!2m1!1sChina+Kitchen!3m4!1s0x89b8829f2db42a55:0x10cc2c70a84c527b!8m2!3d39.072464!4d-75.5540771",http://www.eatchinakitchen.com/,Delaware,Chinese restaurant,Chinese restaurant,2,4.1
2761,China One,"https://www.google.com/maps/place/China+One/@38.5818964,-75.2936301,14z/data=!4m8!1m2!2m1!1sChina+One!3m4!1s0x89b8c2f6f9337e1d:0x80fe9d96076ca88a!8m2!3d38.5818964!4d-75.2936301",https://www.chinaonede.com/#,Delaware,Chinese restaurant,Chinese restaurant,0,4.0
2762,Mom's Kitchen,"https://www.google.com/maps/place/Mom%27s+Kitchen/@39.607301,-75.714806,14z/data=!4m8!1m2!2m1!1sMom%27s+Kitchen!3m4!1s0x89c7a8206527d073:0x8bff1d4006319226!8m2!3d39.607301!4d-75.714806",https://usa.hungrypanda.co/shop?shopId=23168,Delaware,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,4.1
2763,Kong Pao Palace,"https://www.google.com/maps/place/Kong+Pao+Palace/@39.676518699999995,-75.7625314,14z/data=!4m8!1m2!2m1!1sKong+Pao+Palace!3m4!1s0x89c7ab4030cb0ff7:0x3a75f78d2e7d2b99!8m2!3d39.676518699999995!4d-75.7625314",https://www.kongpaode.com/,Delaware,Chinese restaurant,Chinese restaurant,2,3.9
2764,Jade Palace Restaurant,"https://www.google.com/maps/place/Jade+Palace+Restaurant/@39.743097,-75.56598,14z/data=!4m8!1m2!2m1!1sJade+Palace+Restaurant!3m4!1s0x89c6fd71716859cf:0xef4290a663591c17!8m2!3d39.743097!4d-75.56598",,Delaware,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,3.7
2765,Taste Garden,"https://www.google.com/maps/place/Taste+Garden/@38.631884299999996,-75.1930469,14z/data=!4m8!1m2!2m1!1sTaste+Garden!3m4!1s0x89b8c67b479e372d:0x3cb28e2dea447be1!8m2!3d38.631884299999996!4d-75.1930469",https://www.mytastegarden.com/,Delaware,Chinese restaurant,"Chinese restaurant, Asian restaurant",0,4.3
2766,China First,"https://www.google.com/maps/place/China+First/@28.855033,-82.390095,14z/data=!4m8!1m2!2m1!1sChina+First!3m4!1s0x88e872a0070677cb:0xefce7006dddcd222!8m2!3d28.855033!4d-82.390095",https://www.chinafirstinvernessfl.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.5
2767,China Taste,"https://www.google.com/maps/place/China+Taste/@27.0980362,-82.3860038,14z/data=!4m8!1m2!2m1!1sChina+Taste!3m4!1s0x88c3508302ba0399:0x12da1825ff06e1d9!8m2!3d27.0980362!4d-82.3860038",https://www.chinataste329.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.1
2768,China One Restaurant,"https://www.google.com/maps/place/China+One+Restaurant/@26.6844094,-81.882851,14z/data=!4m8!1m2!2m1!1sChina+One+Restaurant!3m4!1s0x88db426b0c25df57:0x7796025d6204826f!8m2!3d26.6844094!4d-81.882851",https://qmenu.us/#/china-one-restaurant-north-fort-myers,Florida,Chinese restaurant,Chinese restaurant,2,3.9
2769,Ten Ten Seafood & Grill,"https://www.google.com/maps/place/Ten+Ten+Seafood+%26+Grill/@28.5516154,-81.4579371,14z/data=!4m8!1m2!2m1!1sTen+Ten+Seafood+%26+Grill!3m4!1s0x88e779cf3963ef19:0x1eee759e272cd08f!8m2!3d28.5516154!4d-81.4579371",,Florida,Chinese restaurant,"Chinese restaurant, Seafood restaurant",2,3.4
2770,BEIJING TOKYO,"https://www.google.com/maps/place/BEIJING+TOKYO/@28.516331599999997,-81.6219606,14z/data=!4m8!1m2!2m1!1sBEIJING+TOKYO!3m4!1s0x88e7841906314cf5:0xe2169ba56e570e6c!8m2!3d28.516331599999997!4d-81.6219606",https://beijingtokyofl.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian fusion restaurant",2,4.0
2771,China Star,"https://www.google.com/maps/place/China+Star/@27.185003199999997,-80.2431618,14z/data=!4m8!1m2!2m1!1sChina+Star!3m4!1s0x88dedd0d569682c9:0xd5bbd6a261f53406!8m2!3d27.185003199999997!4d-80.2431618",http://www.chinastarstuartfl.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,3.8
2772,WOK-N-ROLL,"https://www.google.com/maps/place/WOK-N-ROLL/@27.8399203,-82.785048,14z/data=!4m8!1m2!2m1!1sWOK-N-ROLL!3m4!1s0x88c2fbe3eaca030b:0x521d1b86e31c5329!8m2!3d27.8399203!4d-82.785048",https://www.woknrollseminole.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.2
2773,Bamboo Garden Restaurant,"https://www.google.com/maps/place/Bamboo+Garden+Restaurant/@25.9251974,-80.1751316,14z/data=!4m8!1m2!2m1!1sBamboo+Garden+Restaurant!3m4!1s0x88d9adc35e6a164b:0x2546b55f4ba2856d!8m2!3d25.9251974!4d-80.1751316",,Florida,Chinese restaurant,Chinese restaurant,2,3.8
2774,Yi-Wong Chinese Restaurant,"https://www.google.com/maps/place/Yi-Wong+Chinese+Restaurant/@25.7596207,-80.4181747,14z/data=!4m8!1m2!2m1!1sYi-Wong+Chinese+Restaurant!3m4!1s0x88d9bfaf64b8989b:0x5c17f856f0b3590a!8m2!3d25.7596207!4d-80.4181747",,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,4.4
2775,China 88,"https://www.google.com/maps/place/China+88/@27.989574599999997,-82.7565309,14z/data=!4m8!1m2!2m1!1sChina+88!3m4!1s0x88c2f12734bf7d03:0x6135ec3b17310d67!8m2!3d27.989574599999997!4d-82.7565309",https://www.china88clearwater.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant",2,3.9
2776,Chinese To Go,"https://www.google.com/maps/place/Chinese+To+Go/@28.256465,-81.65821299999999,14z/data=!4m8!1m2!2m1!1sChinese+To+Go!3m4!1s0x88dd7b69a4b292fb:0xcd88922162fbb3be!8m2!3d28.256465!4d-81.65821299999999",http://chinesetogodavenport.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Fast food restaurant, Restaurant",1,3.5
2777,China House,"https://www.google.com/maps/place/China+House/@27.7516595,-81.8024904,14z/data=!4m8!1m2!2m1!1sChina+House!3m4!1s0x88dd1eeaa0eb8e43:0x1c9f7d05033dd386!8m2!3d27.7516595!4d-81.8024904",,Florida,Chinese restaurant,Chinese restaurant,1,3.8
2778,Hot Wok,"https://www.google.com/maps/place/Hot+Wok/@30.2470756,-81.7746695,14z/data=!4m8!1m2!2m1!1sHot+Wok!3m4!1s0x88e5c74a72a0ddf3:0xdfd0ae172825e111!8m2!3d30.2470756!4d-81.7746695",http://www.hotwokjax.com/,Florida,Chinese restaurant,"Chinese restaurant, Fast food restaurant",2,3.2
2779,Beijing Chinese Restaurant,"https://www.google.com/maps/place/Beijing+Chinese+Restaurant/@28.0429705,-81.9896746,14z/data=!4m8!1m2!2m1!1sBeijing+Chinese+Restaurant!3m4!1s0x88dd388cc167a66b:0x54fece17927cfae3!8m2!3d28.0429705!4d-81.9896746",,Florida,Chinese restaurant,Chinese restaurant,2,4.1
2780,Canton Restaurant,"https://www.google.com/maps/place/Canton+Restaurant/@25.477752799999998,-80.4537053,14z/data=!4m8!1m2!2m1!1sCanton+Restaurant!3m4!1s0x88d9dd89c467c19d:0x293d8cc3eb9d1c2e!8m2!3d25.477752799999998!4d-80.4537053",,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Cantonese restaurant, Delivery Restaurant",2,3.9
2781,Bamboo Court,"https://www.google.com/maps/place/Bamboo+Court/@27.6411111,-80.3847222,14z/data=!4m8!1m2!2m1!1sBamboo+Court!3m4!1s0x88de5edf03f17fbb:0x179a10f73a3d02b5!8m2!3d27.6411111!4d-80.3847222",http://www.bamboocourtvb.com/?utm_source=gmb,Florida,Chinese restaurant,Chinese restaurant,2,3.9
2782,King Super Buffet,"https://www.google.com/maps/place/King+Super+Buffet/@26.7050469,-80.1073499,14z/data=!4m8!1m2!2m1!1sKing+Super+Buffet!3m4!1s0x88d929dce25dfebd:0x9f4e6aca5e31929d!8m2!3d26.7050469!4d-80.1073499",https://flkingsuperbuffet.com/,Florida,Chinese restaurant,"Chinese restaurant, Buffet restaurant",2,3.6
2783,Fusion Buffet,"https://www.google.com/maps/place/Fusion+Buffet/@30.3258776,-82.9666012,14z/data=!4m8!1m2!2m1!1sFusion+Buffet!3m4!1s0x88eede8488f6acd1:0x2ef719ad5ab59c7a!8m2!3d30.3258776!4d-82.9666012",https://www.facebook.com/Fusion-Buffet-1496235247259884/,Florida,Chinese restaurant,"Chinese restaurant, Buffet restaurant, Country food restaurant",0,4.0
2784,Chen's Restaurant,"https://www.google.com/maps/place/Chen%27s+Restaurant/@28.5139435,-81.2876651,14z/data=!4m8!1m2!2m1!1sChen%27s+Restaurant!3m4!1s0x88e7645c66099f93:0x21e24e603d35b873!8m2!3d28.5139435!4d-81.2876651",http://chenschineseorlando.us/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant, Restaurant",2,3.8
2785,China99,"https://www.google.com/maps/place/China99/@30.140356399999998,-81.5212549,14z/data=!4m8!1m2!2m1!1sChina99!3m4!1s0x88e5ccb6738511eb:0x77b07a614b07cab3!8m2!3d30.140356399999998!4d-81.5212549",https://www.china99jacksonvillefl.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.9
2786,BENTO Tallahassee,"https://www.google.com/maps/place/BENTO+Tallahassee/@30.4493117,-84.3089251,14z/data=!4m8!1m2!2m1!1sBENTO+Tallahassee!3m4!1s0x88ecf5008f903eaf:0x92331ad0c4e330f2!8m2!3d30.4493117!4d-84.3089251",https://www.eatatbento.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Japanese restaurant, Pan-Asian restaurant, Restaurant, Sushi restaurant",2,4.0
2787,Hong Kong Dim Sum,"https://www.google.com/maps/place/Hong+Kong+Dim+Sum/@26.2602031,-80.2492697,14z/data=!4m8!1m2!2m1!1sHong+Kong+Dim+Sum!3m4!1s0x88d905396ea16025:0xc7eb05e8cff61c7a!8m2!3d26.2602031!4d-80.2492697",,Florida,Chinese restaurant,"Chinese restaurant, Dim sum restaurant",2,3.7
2788,Teppanyaki Buffet,"https://www.google.com/maps/place/Teppanyaki+Buffet/@26.025698,-80.22364499999999,14z/data=!4m8!1m2!2m1!1sTeppanyaki+Buffet!3m4!1s0x88d9a91bb3c0d75b:0xddaedc11cc99a28c!8m2!3d26.025698!4d-80.22364499999999",http://www.teppanyakibuffet.net/,Florida,Chinese restaurant,"Chinese restaurant, American restaurant, Buffet restaurant, Japanese restaurant, Teppanyaki restaurant",2,4.2
2789,Andy Nice House Restaurant,"https://www.google.com/maps/place/Andy+Nice+House+Restaurant/@28.4001329,-81.4060197,14z/data=!4m8!1m2!2m1!1sAndy+Nice+House+Restaurant!3m4!1s0x88dd87601774f6ed:0x1956d445d7ab97f6!8m2!3d28.4001329!4d-81.4060197",http://pubgboba.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.2
2790,Jackie's Chinese Restaurant,"https://www.google.com/maps/place/Jackie%27s+Chinese+Restaurant/@25.9533553,-81.7232117,14z/data=!4m8!1m2!2m1!1sJackie%27s+Chinese+Restaurant!3m4!1s0x88daefb1b4d98923:0x981e438be223e798!8m2!3d25.9533553!4d-81.7232117",http://jackieschineserestaurant.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Restaurant",2,4.1
2791,ming garden Chinese Restaurant,"https://www.google.com/maps/place/ming+garden+Chinese+Restaurant/@27.967148599999998,-82.4606546,14z/data=!4m8!1m2!2m1!1sming+garden+Chinese+Restaurant!3m4!1s0x88c2c46f1e0bd537:0x98c2bca0e15dcd5f!8m2!3d27.967148599999998!4d-82.4606546",http://www.minggardentampa.com/,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.3
2792,Chois chinese food,"https://www.google.com/maps/place/Chois+chinese+food/@30.327762,-81.4178628,14z/data=!4m8!1m2!2m1!1sChois+chinese+food!3m4!1s0x88e449966065d525:0x10d693ea412a7b6b!8m2!3d30.327762!4d-81.4178628",https://www.orderchoischinesefood.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.1
2793,Shang Hai 2,"https://www.google.com/maps/place/Shang+Hai+2/@30.470480499999997,-87.2094881,14z/data=!4m8!1m2!2m1!1sShang+Hai+2!3m4!1s0x8890bfa1678395eb:0xcbdfdce97552a8a1!8m2!3d30.470480499999997!4d-87.2094881",https://www.shanghai2pensacola.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.6
2794,Jin Jin Chinese Restaurant,"https://www.google.com/maps/place/Jin+Jin+Chinese+Restaurant/@30.774436299999998,-85.2280117,14z/data=!4m8!1m2!2m1!1sJin+Jin+Chinese+Restaurant!3m4!1s0x889320f779763c4f:0xb93882209d127e75!8m2!3d30.774436299999998!4d-85.2280117",http://jinjin.chinesemenu.com/,Florida,Chinese restaurant,Chinese restaurant,0,4.0
2795,China Dragon,"https://www.google.com/maps/place/China+Dragon/@28.080668499999998,-82.57765479999999,14z/data=!4m8!1m2!2m1!1sChina+Dragon!3m4!1s0x88c2eabe828249f7:0xee565efd7bfbc408!8m2!3d28.080668499999998!4d-82.57765479999999",,Florida,Chinese restaurant,Chinese restaurant,2,4.0
2796,New China,"https://www.google.com/maps/place/New+China/@27.8218905,-82.7125722,14z/data=!4m8!1m2!2m1!1sNew+China!3m4!1s0x88c2e360bd17b50b:0x10a5be8eaf0bd577!8m2!3d27.8218905!4d-82.7125722",https://newchinakennethcity.com/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Restaurant",2,4.2
2797,Chen's Wok,"https://www.google.com/maps/place/Chen%27s+Wok/@28.1272798,-81.9454341,14z/data=!4m8!1m2!2m1!1sChen%27s+Wok!3m4!1s0x88dd413134492deb:0x8acc52aba6a7e9e!8m2!3d28.1272798!4d-81.9454341",,Florida,Chinese restaurant,"Chinese restaurant, Fast food restaurant",2,4.2
2798,China King,"https://www.google.com/maps/place/China+King/@28.7555281,-81.34529239999999,14z/data=!4m8!1m2!2m1!1sChina+King!3m4!1s0x88e772a5dea9255b:0xa65936cb4269f473!8m2!3d28.7555281!4d-81.34529239999999",https://www.lakemarychinaking.com/,Florida,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Restaurant",2,3.7
2799,Joy Luck,"https://www.google.com/maps/place/Joy+Luck/@28.3550015,-80.6986912,14z/data=!4m8!1m2!2m1!1sJoy+Luck!3m4!1s0x88e0a9e90322dab9:0x930810b7e897bd08!8m2!3d28.3550015!4d-80.6986912",http://www.gojoyluck.com/,Florida,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Delivery Chinese restaurant, Mandarin restaurant",2,4.4
2800,China Dragon,"https://www.google.com/maps/place/China+Dragon/@30.2200296,-81.55877029999999,14z/data=!4m8!1m2!2m1!1sChina+Dragon!3m4!1s0x88e5caf8744118df:0x29781605b83e0179!8m2!3d30.2200296!4d-81.55877029999999",https://www.chinadragonbaymeadows.com/,Florida,Chinese restaurant,Chinese restaurant,2,4.3
2801,Taste of China,"https://www.google.com/maps/place/Taste+of+China/@28.0273529,-82.5839056,14z/data=!4m8!1m2!2m1!1sTaste+of+China!3m4!1s0x88c2ea1561337fcf:0xe3e2cf74aadeca61!8m2!3d28.0273529!4d-82.5839056",https://website--5216894698603256938156-chineserestaurant.business.site/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,Florida,Chinese restaurant,Chinese restaurant,2,3.8
2802,China Sky Inc,"https://www.google.com/maps/place/China+Sky+Inc/@26.780403,-80.292549,14z/data=!4m8!1m2!2m1!1sChina+Sky+Inc!3m4!1s0x88d93268bf46afdf:0x1f29bbee96acf6b1!8m2!3d26.780403!4d-80.292549",http://chinaskyfltogo.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.7
2803,Hua Xing,"https://www.google.com/maps/place/Hua+Xing/@27.6406815,-80.4452438,14z/data=!4m8!1m2!2m1!1sHua+Xing!3m4!1s0x88de5fd2d7f15ec3:0x75aecfa65523c694!8m2!3d27.6406815!4d-80.4452438",https://www.huaxingmenu.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.3
2804,Miss Mui Chinese Bistro,"https://www.google.com/maps/place/Miss+Mui+Chinese+Bistro/@25.69615,-80.1640043,14z/data=!4m8!1m2!2m1!1sMiss+Mui+Chinese+Bistro!3m4!1s0x88d9cb05c3e3bbcd:0xaf2c6f1f4bd4c2d9!8m2!3d25.69615!4d-80.1640043",https://www.missmuichinesebistro.getsauce.com/?utm_source=GMB,Florida,Chinese restaurant,Chinese restaurant,2,4.9
2805,Taste of Asia,"https://www.google.com/maps/place/Taste+of+Asia/@28.444874199999997,-81.4756994,14z/data=!4m8!1m2!2m1!1sTaste+of+Asia!3m4!1s0x88e77fac5bf40baf:0x42d3b89356689b0d!8m2!3d28.444874199999997!4d-81.4756994",https://tasteofasiaorlando.kwickmenu.com/index.php,Florida,Chinese restaurant,"Chinese restaurant, Japanese restaurant, Delivery Restaurant, Restaurant, Sushi restaurant",2,3.8
2806,China Wok Chinese Restaurant,"https://www.google.com/maps/place/China+Wok+Chinese+Restaurant/@26.8992485,-80.101857,14z/data=!4m8!1m2!2m1!1sChina+Wok+Chinese+Restaurant!3m4!1s0x88ded5f458f55a73:0x67384d00432443ca!8m2!3d26.8992485!4d-80.101857",https://www.chinawokjupiterfl.com/,Florida,Chinese restaurant,"Chinese restaurant, Wok restaurant",2,3.9
2807,Pa' Los Chinos Food Truck,"https://www.google.com/maps/place/Pa%27+Los+Chinos+Food+Truck/@28.3340157,-81.51682009999999,14z/data=!4m8!1m2!2m1!1sPa%27+Los+Chinos+Food+Truck!3m4!1s0x88dd7fe87999238d:0x7625e4800685d538!8m2!3d28.3340157!4d-81.51682009999999",http://lafiebredelsaborcriollo.com/,Florida,Chinese restaurant,Chinese restaurant,2,3.5
2808,Dragon City,"https://www.google.com/maps/place/Dragon+City/@26.0459642,-80.2232226,14z/data=!4m8!1m2!2m1!1sDragon+City!3m4!1s0x88d9a9af2d8dacf7:0x51251e4bf3acbb34!8m2!3d26.0459642!4d-80.2232226",http://www.dragoncityhollywood.com/,Florida,Chinese restaurant,"Chinese restaurant, Restaurant",2,4.0
2809,BENTO Downtown St. Petersburg,"https://www.google.com/maps/place/BENTO+Downtown+St.+Petersburg/@27.767936499999998,-82.6368181,14z/data=!4m8!1m2!2m1!1sBENTO+Downtown+St.+Petersburg!3m4!1s0x88c2e122569f1c79:0x13ae909f0a5bc20a!8m2!3d27.767936499999998!4d-82.6368181",https://www.eatatbento.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Japanese restaurant, Pan-Asian restaurant, Restaurant, Sushi restaurant",2,4.0
2810,Fong's Garden,"https://www.google.com/maps/place/Fong%27s+Garden/@26.682346799999998,-80.0543646,14z/data=!4m8!1m2!2m1!1sFong%27s+Garden!3m4!1s0x88d8d7aab2313fc7:0x648e9155be17e4a0!8m2!3d26.682346799999998!4d-80.0543646",http://fongsgarden.weebly.com/,Florida,Chinese restaurant,"Chinese restaurant, Chinese takeaway, Restaurant",2,4.1
2811,Dumpling King,"https://www.google.com/maps/place/Dumpling+King/@25.9288436,-80.1958646,14z/data=!4m8!1m2!2m1!1sDumpling+King!3m4!1s0x88d9af391fb29659:0x1e80f196d4e17678!8m2!3d25.9288436!4d-80.1958646",http://dumplingkingonline.com/,Florida,Dumpling restaurant,Dumpling restaurant,2,4.4
2812,Rice Bucket,"https://www.google.com/maps/place/Rice+Bucket/@25.9125543,-80.3309031,14z/data=!4m8!1m2!2m1!1sRice+Bucket!3m4!1s0x88d9a4d186bfc8dd:0xbf5ba0a25e7dedd0!8m2!3d25.9125543!4d-80.3309031",https://www.ricebucketfl.com/#/,Florida,Chinese restaurant,"Chinese restaurant, Delivery Chinese restaurant",2,4.2
2813,First Hong Kong Cafe,"https://www.google.com/maps/place/First+Hong+Kong+Cafe/@25.772676699999998,-80.191048,14z/data=!4m8!1m2!2m1!1sFirst+Hong+Kong+Cafe!3m4!1s0x88d9b69c45e31023:0xa9bf725f0f604d8!8m2!3d25.772676699999998!4d-80.191048",https://firsthongkongcafe.com/,Florida,Chinese restaurant,"Chinese restaurant, Asian restaurant, Cafe, Delivery Restaurant, Restaurant",2,3.7
